baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	3641.57073095324	0.168222660796941	0.480468533773343	0.350122118249472	0.726247052218936	0.983528086541718
ENSMUSG00000000028	282.760177008996	0.610907908553507	0.591716924892581	1.03243271039511	0.301869455006552	0.900331148324002
ENSMUSG00000000031	10839.5422988168	-0.234797168198008	0.918101088584053	-0.255742173838531	0.798149927756745	0.992786326519938
ENSMUSG00000000037	97.8649173554179	-0.189395362280327	0.318865210795422	-0.593966842001588	0.552534290611833	0.969873618482369
ENSMUSG00000000049	1263.73183438379	-7.23015308916217	2.00492743747618	-3.60619190201893	NA	NA
ENSMUSG00000000056	2073.52144939036	-0.12729219199684	0.394841677441589	-0.322387932352129	0.747158825205966	0.985331125018583
ENSMUSG00000000058	2910.52733484061	-0.775373346173973	0.394745560510553	-1.96423576029867	0.0495027575431856	0.663940095499822
ENSMUSG00000000078	3455.77055558536	-0.542410378743617	0.282864581876535	-1.91756201905959	0.0551665699563263	0.677550246436897
ENSMUSG00000000085	1086.66262750221	0.12723312960504	0.431126408705798	0.295117921416557	0.76790379979458	0.988280299379827
ENSMUSG00000000088	4835.78784388382	0.127197469408354	0.243623016390625	0.522107768357999	0.601595297990499	0.97407320704992
ENSMUSG00000000093	119.09568015695	-0.41960889159119	0.677629190828558	-0.619230837854138	0.53576429933468	0.966314845530127
ENSMUSG00000000094	69.8600506839864	0.248788678053	0.924323781172887	0.269157499915569	0.787808483901788	0.991853102395578
ENSMUSG00000000120	577.640615430059	0.24706137009676	0.404292791098024	0.611095165525368	0.541136580183925	0.967382389215133
ENSMUSG00000000125	943.343471351815	0.916095771071781	0.311705395691748	2.93897950992715	0.00329294843123745	0.262589496697828
ENSMUSG00000000126	225.085622027539	0.109371671717406	0.429258002950998	0.254792388180335	0.798883454646207	0.9928804775207
ENSMUSG00000000127	852.989173041508	0.000554079023872885	0.282277615148764	0.00196288686788316	0.998433843879227	0.999924915987413
ENSMUSG00000000131	2418.16305092292	-0.0157752463744954	0.304046653160135	-0.0518842954215545	0.958620887858528	0.998732161552307
ENSMUSG00000000134	1226.38137710708	0.223283069336463	0.263599610113742	0.847053867948128	0.396965096850604	0.935352903245386
ENSMUSG00000000142	1271.07552588782	0.257139315790505	0.282657402733941	0.909720790269005	0.362969777024392	0.921676016628197
ENSMUSG00000000148	611.298158732263	-0.0232449602810637	0.284376559033669	-0.0817400715447563	0.934853412474838	0.998285213262301
ENSMUSG00000000149	1828.5341002536	0.341210185188734	0.442707762801389	0.770734588048798	0.440864266013755	0.946514543393677
ENSMUSG00000000154	271.818352495303	-0.581021025687649	0.595711675488573	-0.97533932873	0.329391968047021	0.912763550539777
ENSMUSG00000000157	1.2403936203678	-2.56671435175991	2.63192189424309	-0.975224362612807	0.329448979875298	NA
ENSMUSG00000000159	13.8613146838128	-7.23549576361791	3.91002184376027	-1.85050008740093	0.064241505454198	0.697347346896975
ENSMUSG00000000167	35.7782117020153	0.530149835255057	0.638539589876102	0.830253665803124	0.406395378908952	0.937922645982018
ENSMUSG00000000168	2089.68947499232	-0.0959135128476378	0.374062514750885	-0.256410383466286	0.797633970958297	0.992786326519938
ENSMUSG00000000171	4855.71807140856	0.0471206034130674	0.371358351054329	0.12688715166708	0.899029715925064	0.995812028635587
ENSMUSG00000000183	64.8024338796187	-0.173883000005517	1.10609130711234	-0.157204924121022	0.875083347668763	0.994688771212611
ENSMUSG00000000184	6262.35222347633	0.464304754896238	0.386158544355145	1.20236820260339	0.22922090310614	0.870582839333771
ENSMUSG00000000194	2534.57278092969	-0.0897027437366573	0.222418770034035	-0.403305637032929	0.686723395341978	0.983284789636043
ENSMUSG00000000197	19.1921426375696	-0.417603252679684	0.701068918129413	-0.595666477118869	0.551398057240784	0.96972856318762
ENSMUSG00000000202	3.02260430400493	0.945249726422351	1.29028201246272	0.732591570906414	0.463807573666802	NA
ENSMUSG00000000204	220.500702499608	-2.20245310089028	0.396012908881295	-5.56156895771918	2.67359994187046e-08	7.78560285829225e-05
ENSMUSG00000000214	191.907014760763	-0.209441970393138	1.17945704380763	-0.177574903208851	0.859056835604865	0.994688771212611
ENSMUSG00000000216	112.906141939535	1.56834890758204	0.515024201370351	3.04519458194209	0.00232529815877969	0.208449038261616
ENSMUSG00000000223	598.107289725889	-0.277763997440336	0.825533054553071	-0.336466233433514	0.736519310575307	0.984352061324748
ENSMUSG00000000244	112.477904530497	-0.663199789396142	0.868131310246157	-0.763939488840799	0.444903303584871	0.947140155318228
ENSMUSG00000000247	632.556481488754	1.58684682899758	0.422586649244983	3.755080364779	0.000173285867523958	0.0429426976689369
ENSMUSG00000000248	133.084749535745	-0.648386210478429	0.416817609583478	-1.5555633820902	0.119811951843021	0.788349973306796
ENSMUSG00000000253	2052.2711886383	0.0234425581265958	0.810173791600238	0.0289352215162287	0.976916254666653	0.998732161552307
