baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000204	392.090271926828	2.08337613768916	0.544197202657193	3.82834775246271	0.000129006393863067	0.00648265053387579
ENSMUSG00000000244	109.610430086937	-1.104961364938	0.345593848348963	-3.19728308306654	0.00138728707768004	0.0310424456375408
ENSMUSG00000000295	433.912313323359	-1.07782832358113	0.25301094036536	-4.26000678873687	2.0442069468214e-05	0.00174929374378206
ENSMUSG00000000386	180.164947276005	1.75642433580474	0.590615851086311	2.97388621144214	0.00294054097383089	0.0475039052107342
ENSMUSG00000000555	744.4721811202	1.02547545946834	0.345707634642655	2.96630839677097	0.00301398095562157	0.0483087292354015
ENSMUSG00000000632	12.0372381312049	2.65988578944556	0.697621415354638	3.81279262777992	0.000137405395592142	0.0067877115827941
ENSMUSG00000000805	288.263155161016	2.03987080331578	0.492022191373341	4.14589187049075	3.38493548499722e-05	0.00255296878285896
ENSMUSG00000000982	12.0381362254892	2.00082895639694	0.619802200466709	3.22817336706827	0.00124583445019232	0.0288233101530919
ENSMUSG00000001020	1072.91486443671	-1.39576150239656	0.362932618035103	-3.84578688449975	0.000120166174782041	0.00619137056104223
ENSMUSG00000001025	8295.88408000643	-1.33382711044661	0.287847921682569	-4.63379100550713	3.59029465245175e-06	0.00045048286031867
ENSMUSG00000001105	1197.71095286921	-1.30254209224586	0.330071131810226	-3.94624663205857	7.93858427700927e-05	0.00473352552867037
ENSMUSG00000001128	1463.23747595287	-0.95977376073939	0.298791113212214	-3.21218978175471	0.0013172732582391	0.0299343029750067
ENSMUSG00000001151	2175.08761515123	0.955033699198014	0.266595740267869	3.5823291783973	0.000340544296894046	0.0124594131665063
ENSMUSG00000001227	328.279465085064	1.78344477756937	0.432602333735867	4.12259629338543	3.74625924512761e-05	0.00272663680004804
ENSMUSG00000001473	1090.10477564706	-1.1042123561399	0.256224419253518	-4.30955160072918	1.63585887535813e-05	0.00147385840171033
ENSMUSG00000001520	108.026717337894	1.67242160531648	0.303945722937797	5.50236926893274	3.74721068953143e-08	1.08456434834387e-05
ENSMUSG00000001542	884.206028488498	0.987128781174523	0.206631132736764	4.77725097907714	1.77707915265302e-06	0.000259605877357568
ENSMUSG00000001739	323.024699571273	1.45270532009755	0.370104820078008	3.9251186185345	8.66870109458029e-05	0.00502244404493927
ENSMUSG00000001783	2671.81817375772	-0.707938867346058	0.202939548947379	-3.48842239483651	0.000485879843799725	0.0159762292048103
ENSMUSG00000001864	1065.44115058654	-1.76479165294883	0.451076054522967	-3.91240376263196	9.13819590725105e-05	0.00522051348310331
ENSMUSG00000001930	2940.67181451118	2.51052892737677	0.628216488779531	3.99627990066627	6.43456500752754e-05	0.00406171986215905
ENSMUSG00000001943	203.680994784364	2.38331660931431	0.509095455958227	4.68147295643878	2.84820975492713e-06	0.000376669137859517
ENSMUSG00000001946	1411.08272083244	1.57454301085775	0.353516701243214	4.45394236063117	8.43077423705163e-06	0.000879725483143776
ENSMUSG00000002043	511.045146384164	-1.03103893571981	0.341786765339551	-3.01661456872244	0.00255614601839288	0.044266129016233
ENSMUSG00000002083	84.2063691709281	-1.44654471895953	0.43211464662183	-3.34759474197015	0.000815161192108515	0.0222585803751714
ENSMUSG00000002265	1645.81706885413	1.3341160571536	0.439029992006861	3.03878113441679	0.00237537356375923	0.042428943341488
ENSMUSG00000002289	2575.33830331914	1.37697869567884	0.356148044882756	3.86630985474633	0.000110494538069705	0.00582431518711752
ENSMUSG00000002346	1115.15261181724	1.01453802007974	0.342585094728495	2.96141903337558	0.00306224996512442	0.0487875606798365
ENSMUSG00000002588	176.672973817436	-3.95934836524434	0.673208248100774	-5.88131291678955	4.07024830948549e-09	1.66489436851194e-06
ENSMUSG00000002731	389.541540318953	-0.977121216618139	0.243324886279809	-4.01570604452892	5.92680919767631e-05	0.00383592094021759
ENSMUSG00000002847	1278.24843951414	-1.19109192812844	0.390265599443554	-3.0520033787931	0.00227319542045211	0.0411428254328199
ENSMUSG00000002980	2980.59718733118	0.650396372125279	0.209460770900847	3.10509872243886	0.00190215525511355	0.0372837004053089
ENSMUSG00000002985	34749.9771593427	-1.12270779917136	0.209598304398121	-5.35647367184247	8.48618591991187e-08	2.06618421945283e-05
ENSMUSG00000003039	1696.61446999417	-0.779003630265477	0.229524174633049	-3.39399382008847	0.0006888124695435	0.0202117541278388
ENSMUSG00000003477	3531.58591844889	-3.31605815857423	0.634868070363247	-5.22322402617745	1.75834445468643e-07	3.74600633200488e-05
ENSMUSG00000003545	3094.50358316066	6.66103199260389	0.719852932767835	9.25332340731351	2.17618764057346e-20	2.22536948125042e-16
ENSMUSG00000003810	3667.45093227281	0.928077492708047	0.309098777226744	3.00252722134595	0.00267748026557843	0.0451441272807997
ENSMUSG00000003970	20906.2261455374	-1.23274279318114	0.409687912124759	-3.00898014488097	0.00262126245876771	0.0446681139347956
ENSMUSG00000004285	2016.52059168264	-1.09229044174917	0.36117085899409	-3.02430391198045	0.00249205960994236	0.0436730326522723
ENSMUSG00000004317	279.339416631254	-1.15127261509607	0.362065949293766	-3.17973180671009	0.00147411414326651	0.0319641603387221
ENSMUSG00000004328	133.805374873997	1.89958574570737	0.476505200986988	3.98649530324694	6.70564545638544e-05	0.0041600843162336
ENSMUSG00000004655	11881.5999229795	1.68387407309198	0.397110457163248	4.24031662404639	2.23204717242644e-05	0.00186325831716186
ENSMUSG00000004814	415.889756073084	-1.70201609979988	0.453419975962779	-3.75372985318054	0.000174222625377854	0.0080841209018752
