baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	3274.29597364521	0.17413050254495	0.391534041451107	0.44473911361471	0.656508299593847	0.853888185327674
ENSMUSG00000000028	187.422301974117	0.133411987054414	0.277955246355438	0.479976502705806	0.631244101231502	0.838800544639776
ENSMUSG00000000031	27042.5434669398	-1.63980836114816	0.517633229550076	-3.16789623914499	0.00153546311157403	0.0506835245816246
ENSMUSG00000000037	56.0705754593902	0.921063430881036	0.615192244250146	1.49719610331517	0.134342239010064	0.428941615712414
ENSMUSG00000000049	55.4333156797246	-0.132381808264111	0.916594178060425	-0.144427939248141	0.885162555764178	0.954345114853346
ENSMUSG00000000056	3045.80016694247	-0.712792170566206	0.256804952137283	-2.77561692106763	0.00550970845119264	0.102538366704315
ENSMUSG00000000058	3610.71831176978	0.534081078536506	0.685124822690081	0.779538356878509	0.435662651875021	0.719044760486794
ENSMUSG00000000078	4377.58291976766	0.716792273877215	0.312254076439224	2.29554176538262	0.0217020957537084	0.192435429359145
ENSMUSG00000000085	986.986836117092	0.14132950573971	0.258576827154358	0.546566787500038	0.584676391847635	0.814085684554263
ENSMUSG00000000088	8404.59991811226	-1.06301789789878	0.4562847692615	-2.32972470157021	0.019820706125691	0.183514052970466
ENSMUSG00000000093	122.025688074547	0.764533480397699	0.424826690805515	1.79963617386673	0.0719181053013837	0.325592047732786
ENSMUSG00000000094	87.755861603113	-0.321695428586854	0.276767301577561	-1.16233177385191	0.245100724872412	0.555992463886244
ENSMUSG00000000120	291.106234394719	1.79716180678161	0.636220671915749	2.82474601362779	0.00473181077732206	0.0948265503111043
ENSMUSG00000000125	524.051126722742	0.433620230979513	0.782215168270619	0.554349044314997	0.579339991651498	0.810969212696542
ENSMUSG00000000126	306.890808785917	-0.123288310989248	0.256352019893821	-0.480933643668238	0.630563660477335	0.838671461001997
ENSMUSG00000000127	750.114235452612	-0.37847116760026	0.188614856604933	-2.00658195442682	0.0447941943626897	0.266340834258091
ENSMUSG00000000131	2123.3587330481	0.62708857165771	0.32466876510173	1.93147182317098	0.0534247305627752	0.284564396530665
ENSMUSG00000000134	1022.38772687385	0.215467022084396	0.190579664212233	1.13058768874966	0.258228671644912	0.569783997594906
ENSMUSG00000000142	762.117022422118	1.17659083790277	0.561034205497339	2.09718200133584	0.0359774671601394	0.242525260846969
ENSMUSG00000000148	484.063282425167	0.408771933619406	0.282258354586199	1.44821907652186	0.147555791081241	0.446796849799777
ENSMUSG00000000149	1552.52356760869	-0.247492791312128	0.291844055038334	-0.84803095022655	0.396420734324915	0.688917629310731
ENSMUSG00000000154	384.141392952132	2.19166690473876	0.743549071817201	2.94757533538765	0.0032027670311689	0.0767363063700739
ENSMUSG00000000159	28.2976163982913	5.72869231219703	1.99430875955934	2.87252025782749	NA	NA
ENSMUSG00000000167	23.8004258582929	-0.0746950018606549	0.456824274556939	-0.163509266080704	0.870117478055306	0.947860996181189
ENSMUSG00000000168	2518.08794780199	-0.394134346808245	0.398827856618777	-0.988231740254245	0.323039166756067	0.630624026737308
ENSMUSG00000000171	7750.23489852354	-0.865216465569253	0.384346071127426	-2.25113909199399	0.0243767291421173	0.203883943986495
ENSMUSG00000000182	0.272012068235456	1.4567908127783	3.73645366730326	0.389885956709782	0.696620878726408	NA
ENSMUSG00000000183	99.3424867699432	0.157980261201351	0.677945990422777	0.233027797838043	0.815739820325134	0.926872958198528
ENSMUSG00000000184	4340.91073641105	0.737522055942024	0.383039043227478	1.9254487733879	0.0541732388044065	0.28585056524798
ENSMUSG00000000194	2043.6040352629	0.454195750943566	0.270092037123769	1.68163325279905	0.0926399783557562	0.362409050908613
ENSMUSG00000000197	21.4512414732221	-0.109304325953398	0.591777757398998	-0.184705025808702	0.853460403982069	0.942409269342192
ENSMUSG00000000202	5.20237588892319	-0.80307541324713	0.992667454263621	-0.809007497725274	0.418510833570275	0.706565739815245
ENSMUSG00000000204	167.047565792732	-0.539808598648958	0.670824417473796	-0.804694320283958	0.420996097939801	0.708584465507335
ENSMUSG00000000214	331.135181964655	-1.57211925842085	0.57420997539704	-2.7378821786121	0.00618362251555167	0.107591039469431
ENSMUSG00000000215	0.530396226878284	-2.83115190128611	3.77524407591561	-0.749925526497109	0.453299559525216	NA
ENSMUSG00000000216	77.2327270226372	1.73102272393296	0.766812883198477	2.25742519702151	0.0239815187348504	0.202345835311816
ENSMUSG00000000223	637.418698886901	-0.131084049705914	0.558346292456817	-0.234771953314354	0.814385737392907	0.926721790413623
ENSMUSG00000000244	124.587621117711	-1.3190096511689	0.644854328444129	-2.04543816019866	0.0408116800352457	0.256551375470092
ENSMUSG00000000247	167.344199349372	2.32596423507982	1.08632491330064	2.14113126432194	0.0322634540898983	0.231651482018045
ENSMUSG00000000248	93.3469225102928	1.47888415407691	0.745593877128201	1.98349825480477	0.0473118018141061	0.271356952613636
ENSMUSG00000000253	3403.45855194115	-1.15709913479797	0.370843491230002	-3.12018186151829	0.00180739415454836	0.0552350998186727
ENSMUSG00000000266	716.260277526652	0.516960468930966	0.321589201769426	1.60751811965881	0.107940757822719	0.390676610041578
ENSMUSG00000000275	1403.47748829902	0.077010959545879	0.270326278617465	0.284881514071579	0.775734919041721	0.910229968038209
ENSMUSG00000000276	413.629723547664	0.462315002950621	0.288041981678746	1.60502646265724	0.108487981125034	0.391379898786099
ENSMUSG00000000278	1766.33716322983	-0.10512017931685	0.25677097974102	-0.409392757012004	0.682251454159054	0.866715784828866
